RBP	Metric	Kipoi	MultiTask	SetA	SingleTask	Correlation	Observed intensities	DeepBind	MatrixREDUCE	Ray et al.
RNCMPT00287	AUCs		0.8474000656163789	0.810066166020848	0.8555241420217682	Pearson	0.81	0.852	0.299	0.285
RNCMPT00287	E-scores		0.8467825100487739	0.8362309185420698	0.8720676524982656	Pearson	0.821	0.853	0.274	0.403
RNCMPT00287	Intensities		0.3873619102273601		0.3746607270026736	Pearson		0.34	0.005	0.074
RNCMPT00287	Z-scores		0.7883710723232584	0.7587072478746559	0.8013773246800955	Pearson	0.759	0.8	0.021	0.213
RNCMPT00288	AUCs		0.9598030799512725	0.9460126388563902	0.9664100597356776	Pearson	0.946	0.949	0.566	0.602
RNCMPT00288	E-scores		0.9251234454294134	0.9237614047606738	0.9428865704856102	Pearson	0.923	0.923	0.488	0.572
RNCMPT00288	Intensities		0.617956645404912		0.6248349787463939	Pearson		0.561	0.003	0.164
RNCMPT00288	Z-scores		0.921999837043016	0.9239911808228248	0.9434062785251638	Pearson	0.924	0.92	0.033	0.218
RNCMPT00289	AUCs		0.8801193203744258	0.909391516427056	0.9150580547043176	Pearson	0.909	0.916	0.585	0.716
RNCMPT00289	E-scores		0.8668599460284013	0.8757698770688798	0.9042118127781804	Pearson	0.859	0.89	0.517	0.656
RNCMPT00289	Intensities		0.5508380840916218		0.5693477134185486	Pearson		0.085	0.003	0.036
RNCMPT00289	Z-scores		0.8402877794309094	0.8970981657196517	0.8970279424877068	Pearson	0.897	0.906	0.075	0.398
RNCMPT00291	AUCs		0.8386741654697294	0.9262540908948838	0.9408331933663872	Pearson	0.926	0.925	0.932	0.348
RNCMPT00291	E-scores		0.8601503184146582	0.8936929831055401	0.9280389077149752	Pearson	0.885	0.906	0.907	0.297
RNCMPT00291	Intensities		0.509903129376075		0.5482700319166749	Pearson		0.538	0.524	0.255
RNCMPT00291	Z-scores		0.8088351526989053	0.9351476899655208	0.9303187478364736	Pearson	0.935	0.923	0.917	0.382
RNCMPT00001	AUCs	0.853350341995464	0.87460236822943	0.863398802041231	0.8736313773982896	Spearman	0.865	0.836	0.868	0.228
RNCMPT00001	E-scores	0.8246363918090923	0.868651192083631	0.8477336798494381	0.8685035413459886	Spearman	0.848	0.835	0.862	0.177
RNCMPT00001	Intensities	0.5388081815554073	0.5292103533244681		0.5383366737471875	Spearman		0.529	0.557	0.273
RNCMPT00001	Z-scores	0.7914461252303028	0.8312519645132675	0.8202992269165437	0.8284517183837248	Spearman	0.82	0.786	0.822	0.239
RNCMPT00002	AUCs	0.719780203694882	0.6258051291779245	0.7814591051593278	0.7935949418075341	Spearman	0.776	0.705	0.737	0.184
RNCMPT00002	E-scores	0.7269438847017378	0.6905815980621636	0.7569504702187936	0.7860209321755434	Spearman	0.756	0.711	0.755	0.245
RNCMPT00002	Intensities	0.3787198810230845	0.3518250592440093		0.4250114818876083	Spearman		0.379	0.398	0.197
RNCMPT00002	Z-scores	0.669830243003878	0.5565093272320634	0.73036358183415	0.7457402040148622	Spearman	0.73	0.682	0.687	0.147
RNCMPT00003	AUCs		0.6746818842292824	0.826610791563431	0.6507940233340598	Spearman	0.826	0.569	0.636	0.652
RNCMPT00003	E-scores		0.7065592521634192	0.836231993070267	0.6885827601759777	Spearman	0.835	0.629	0.639	0.665
RNCMPT00003	Intensities		0.3487181858297404		0.2782036227170388	Spearman		0.255	0.306	0.281
RNCMPT00003	Z-scores		0.60489777140321	0.7709792349431683	0.5906888465029636	Spearman	0.771	0.488	0.565	0.597
RNCMPT00004	AUCs		0.94112249363415	0.936005648654742	0.946178157152212	Spearman	0.934	0.944	0.941	0.75
RNCMPT00004	E-scores		0.9371631551516036	0.9204101701647986	0.951750252100249	Spearman	0.92	0.947	0.948	0.706
RNCMPT00004	Intensities		0.6638688242325866		0.6590634028443377	Spearman		0.645	0.66	0.44
RNCMPT00004	Z-scores		0.9181876498675876	0.9101043382644468	0.9180948781769168	Spearman	0.91	0.916	0.909	0.715
RNCMPT00005	AUCs		0.954953425565624	0.9399617178628706	0.944938018401064	Spearman	0.936	0.925	0.924	0.843
RNCMPT00005	E-scores		0.9498513695381168	0.9170356389293136	0.9385291761539488	Spearman	0.917	0.925	0.92	0.848
RNCMPT00005	Intensities		0.6401615865903827		0.616074220940343	Spearman		0.608	0.584	0.519
RNCMPT00005	Z-scores		0.9336064291621088	0.919409554966554	0.9214948451830224	Spearman	0.919	0.903	0.903	0.828
RNCMPT00006	AUCs		0.8949584973553103	0.8925964886895685	0.8906748239633422	Spearman	0.892	0.85	0.888	0.558
RNCMPT00006	E-scores		0.883295236789677	0.904770260594818	0.8947919928784499	Spearman	0.905	0.854	0.883	0.562
RNCMPT00006	Intensities		0.4602816202594005		0.4327241652035164	Spearman		0.391	0.434	0.206
RNCMPT00006	Z-scores		0.8549824277812635	0.8495214464814732	0.8642308373512696	Spearman	0.85	0.816	0.853	0.492
RNCMPT00007	AUCs		0.8733784647434146	0.8822649255779746	0.8921916269615271	Spearman	0.882	0.878	0.886	0.515
RNCMPT00007	E-scores		0.8546618084452505	0.8882975441207933	0.9036737979440675	Spearman	0.888	0.888	0.898	0.537
RNCMPT00007	Intensities		0.4623458456430084		0.4386169093333482	Spearman		0.421	0.465	0.221
RNCMPT00007	Z-scores		0.8473375809194635	0.8472390229076001	0.8588778959614216	Spearman	0.847	0.844	0.851	0.497
RNCMPT00008	AUCs	0.2616142506782272		0.7685859858958957	0.8022541102702411	Spearman	0.83	0.591	0.59	-0.117
RNCMPT00008	E-scores	0.2770951811735371		0.7397992332991034	0.7904287600684075	Spearman	0.74	0.813	0.81	0.257
RNCMPT00008	Intensities	0.3578047487831108			0.5851103612835695	Spearman		0.572	0.575	0.212
RNCMPT00008	Z-scores	0.2466483142210405		0.7242802946374464	0.7505563091837844	Spearman	0.724	0.775	0.786	0.097
RNCMPT00009	AUCs			0.7598713924130879	0.8237052284911625	Spearman	0.729	0.441	0.386	-0.028
RNCMPT00009	E-scores			0.7831606058046199	0.8495431062456849	Spearman	0.783	0.82	0.824	0.585
RNCMPT00009	Intensities				0.3781763505713681	Spearman		0.357	0.394	0.195
RNCMPT00009	Z-scores			0.6914073455983912	0.7692104777582656	Spearman	0.691	0.758	0.778	0.509
RNCMPT00010	AUCs		0.756363031364206	0.707556700213553	0.740130731914284	Spearman	0.708	0.724	0.705	0.47
RNCMPT00010	E-scores		0.7491422687899711	0.7200071345761702	0.7633409770701487	Spearman	0.72	0.744	0.709	0.491
RNCMPT00010	Intensities		0.5087734157788177		0.4586222962071424	Spearman		0.373	0.413	0.169
RNCMPT00010	Z-scores		0.6407328137432734	0.6135935793868285	0.6142111721242908	Spearman	0.614	0.606	0.602	0.334
RNCMPT00011	AUCs		0.5925477591804	0.5425911558585025	0.3314019729140705	Spearman	0.543	0.432	0.412	0.32
RNCMPT00011	E-scores		0.5762881374226351	0.5509103258419926	0.3824514402208223	Spearman	0.551	0.464	0.463	0.402
RNCMPT00011	Intensities		0.1665444765163242		0.0803383852393359	Spearman		0.103	0.107	0.076
RNCMPT00011	Z-scores		0.5169690747169801	0.4633394940215863	0.2696730064872851	Spearman	0.463	0.352	0.328	0.252
RNCMPT00012	AUCs	0.7568809669336145	0.8166082154772698	0.7194426012915651	0.7804265082369907	Spearman	0.71	0.778	0.768	0.41
RNCMPT00012	E-scores	0.8671609869292506	0.8579758494572098	0.8262744114088955	0.858441867841244	Spearman	0.826	0.86	0.832	0.685
RNCMPT00012	Intensities	0.22361191841746	0.260087190873446		0.2264590815524081	Spearman		0.231	0.222	0.137
RNCMPT00012	Z-scores	0.7553496061265977	0.8124878762759732	0.7206702179619844	0.7569673265044851	Spearman	0.721	0.789	0.776	0.439
RNCMPT00013	AUCs	0.901917135957545	0.909702671768868	0.8672795563365345	0.9013627347514004	Spearman	0.867	0.908	0.88	0.727
RNCMPT00013	E-scores	0.894025436378948	0.8774478960573466	0.8369260181050839	0.8894405957860161	Spearman	0.837	0.892	0.859	0.721
RNCMPT00013	Intensities	0.4154369054086241	0.4434484395249007		0.4215934965659082	Spearman		0.408	0.395	0.268
RNCMPT00013	Z-scores	0.8719373574466867	0.8879984852880194	0.8387408434329197	0.8754815923544845	Spearman	0.839	0.879	0.855	0.701
RNCMPT00014	AUCs		0.9164646292844274	0.9221542887769963	0.92768897525965	Spearman	0.917	0.858	0.864	0.804
RNCMPT00014	E-scores		0.8976192463896637	0.8812824567676038	0.9114588835061156	Spearman	0.881	0.88	0.878	0.773
RNCMPT00014	Intensities		0.6375525238697364		0.6625540101066032	Spearman		0.603	0.589	0.505
RNCMPT00014	Z-scores		0.8878825708104635	0.9019177551695092	0.905987774963038	Spearman	0.902	0.862	0.833	0.744
RNCMPT00015	AUCs			0.7827956140895088	0.8375663754215935	Spearman	0.629	-0.018	0.076	-0.17
RNCMPT00015	E-scores			0.8226582575687621	0.8826915592260299	Spearman	0.823	0.848	0.855	0.636
RNCMPT00015	Intensities				0.4100520461268812	Spearman		0.37	0.402	0.192
RNCMPT00015	Z-scores			0.7337982678556697	0.7918382905433543	Spearman	0.734	0.72	0.775	0.534
RNCMPT00016	AUCs	0.9657618329980558	0.9594573391497306	0.9425417335549556	0.964779975927729	Spearman	0.943	0.965	0.904	0.827
RNCMPT00016	E-scores	0.9715194392157656	0.963310999776415	0.9405826059490452	0.9703524228003764	Spearman	0.941	0.97	0.899	0.814
RNCMPT00016	Intensities	0.6193751195886846	0.6264005382091874		0.6236534299466666	Spearman		0.614	0.431	0.369
RNCMPT00016	Z-scores	0.944992336614733	0.9376006455734084	0.9149534607900842	0.943334478308608	Spearman	0.915	0.944	0.883	0.795
RNCMPT00017	AUCs	0.587218391651523	0.7540912182670804	0.734922930108694	0.577215812472857	Spearman	0.737	0.709	0.715	0.506
RNCMPT00017	E-scores	0.6816386570542321	0.7350201050573499	0.7144727822906066	0.605640890962302	Spearman	0.715	0.721	0.75	0.521
RNCMPT00017	Intensities	0.323564147987137	0.3718727850165066		0.2575569939119993	Spearman		0.329	0.365	0.256
RNCMPT00017	Z-scores	0.5303663417312673	0.6896541177059363	0.676946339606808	0.5217666429960268	Spearman	0.677	0.634	0.666	0.452
RNCMPT00018	AUCs		0.7811435403693021	0.7644267399085896	0.8445291585188164	Spearman	0.753	0.806	0.805	0.219
RNCMPT00018	E-scores		0.7714482761607994	0.7776037687920921	0.8506142765094679	Spearman	0.777	0.819	0.817	0.231
RNCMPT00018	Intensities		0.445219252365594		0.4728691004297282	Spearman		0.41	0.47	0.128
RNCMPT00018	Z-scores		0.719153289547131	0.6870782355788098	0.7796520177948334	Spearman	0.687	0.755	0.758	0.188
RNCMPT00019	AUCs		0.869338027321267	0.8366934704314146	0.873472646201441	Spearman	0.837	0.859	0.85	0.645
RNCMPT00019	E-scores		0.8572447635341752	0.8469936519982773	0.8662078409414783	Spearman	0.842	0.844	0.828	0.605
RNCMPT00019	Intensities		0.3980537315194233		0.3721703805871129	Spearman		0.352	0.372	0.236
RNCMPT00019	Z-scores		0.8159621468128144	0.7712354700785555	0.831468732569597	Spearman	0.771	0.804	0.797	0.6
RNCMPT00020	AUCs	0.8654000932495476	0.9423330533404364	0.904665215558234	0.9458524634117444	Spearman	0.906	0.943	0.937	0.835
RNCMPT00020	E-scores	0.8725384837807961	0.9108575296575112	0.8799700856458891	0.9206103594697334	Spearman	0.88	0.922	0.92	0.801
RNCMPT00020	Intensities	0.3524165521710038	0.4413276399237901		0.4374302400944686	Spearman		0.429	0.426	0.293
RNCMPT00020	Z-scores	0.8630295900107507	0.9316411848668972	0.8951605944846213	0.9348614566835544	Spearman	0.895	0.933	0.927	0.81
RNCMPT00021	AUCs		0.8799031522291989	0.8747136251476775	0.8925675000456484	Spearman	0.878	0.88	0.856	0.452
RNCMPT00021	E-scores		0.8747463026270451	0.8689519293226963	0.8924780044755347	Spearman	0.869	0.887	0.857	0.533
RNCMPT00021	Intensities		0.4555506698674725		0.4550994791335681	Spearman		0.417	0.395	0.17
RNCMPT00021	Z-scores		0.8533280921178521	0.8307534850465956	0.8602109179136607	Spearman	0.831	0.847	0.828	0.426
RNCMPT00022	AUCs	0.9672838590465164	0.9688236427301624	0.9492352726093128	0.9728610094068796	Spearman	0.949	0.969	0.968	0.847
RNCMPT00022	E-scores	0.9735226560576954	0.9702156953761248	0.9419491455383368	0.9746541489760516	Spearman	0.942	0.971	0.97	0.829
RNCMPT00022	Intensities	0.7113533964752685	0.713130401838901		0.7228769468344849	Spearman		0.707	0.702	0.448
RNCMPT00022	Z-scores	0.9487420889830044	0.9500538539817968	0.929068181083424	0.9537098373039196	Spearman	0.929	0.948	0.946	0.817
RNCMPT00023	AUCs	0.8085660463093352	0.9604397743028398	0.9476474251303054	0.963325436573194	Spearman	0.947	0.96	0.948	0.711
RNCMPT00023	E-scores	0.8565698570597119	0.9573024178947293	0.9334732407684024	0.9630651325252008	Spearman	0.934	0.957	0.951	0.71
RNCMPT00023	Intensities	0.5556256909338186	0.7522540644192875		0.7288215519435441	Spearman		0.715	0.696	0.377
RNCMPT00023	Z-scores	0.7469242325366309	0.9287734058955984	0.9238692345819352	0.9315149950220836	Spearman	0.924	0.922	0.913	0.627
RNCMPT00024	AUCs	0.9587616359525664	0.9668119062822976	0.939474466438829	0.9690442707376352	Spearman	0.94	0.968	0.966	0.887
RNCMPT00024	E-scores	0.956772385733996	0.9632270167443862	0.9295119266773684	0.9662306476129068	Spearman	0.93	0.967	0.966	0.874
RNCMPT00024	Intensities	0.5999178099503457	0.6274921945750903		0.6317180524469633	Spearman		0.629	0.623	0.422
RNCMPT00024	Z-scores	0.9424524854503246	0.947305944366026	0.9166312339286932	0.9503158460505896	Spearman	0.917	0.948	0.946	0.858
RNCMPT00025	AUCs	0.9118272198910996	0.933524453500073	0.9278409756900108	0.9287738856522364	Spearman	0.924	0.914	0.912	0.645
RNCMPT00025	E-scores	0.921016891825954	0.9363833968722334	0.9200437675042784	0.9340197229096316	Spearman	0.92	0.927	0.923	0.72
RNCMPT00025	Intensities	0.4833773964577656	0.5026447126485114		0.4838397250255026	Spearman		0.462	0.462	0.331
RNCMPT00025	Z-scores	0.908814556986384	0.9237697147021602	0.9162080440619528	0.9190957852851624	Spearman	0.916	0.91	0.901	0.673
RNCMPT00026	AUCs	0.9534709699505216	0.9471190183872906	0.922253661401487	0.9503675979969374	Spearman	0.918	0.948	0.936	0.784
RNCMPT00026	E-scores	0.9548467707553144	0.947937941417592	0.9168258964536437	0.9551745509696156	Spearman	0.917	0.952	0.926	0.768
RNCMPT00026	Intensities	0.5258957647432927	0.5315515771798488		0.5305338982956534	Spearman		0.515	0.504	0.333
RNCMPT00026	Z-scores	0.938313790786572	0.9323001999738192	0.9003373448531721	0.9366231719653176	Spearman	0.9	0.936	0.922	0.757
RNCMPT00027	AUCs	0.929844199247132	0.95043063405437	0.9337615455503993	0.9508600218107836	Spearman	0.932	0.921	0.916	0.769
RNCMPT00027	E-scores	0.9300041162825288	0.9458961627355982	0.9163654552917986	0.9445511601690936	Spearman	0.916	0.913	0.904	0.715
RNCMPT00027	Intensities	0.6404752778363434	0.6533970842733402		0.6557950550509755	Spearman		0.612	0.621	0.466
RNCMPT00027	Z-scores	0.9048616974246206	0.9285967456065564	0.910085835114515	0.928007201962636	Spearman	0.91	0.895	0.892	0.736
RNCMPT00028	AUCs		0.8976259837016084	0.9339704640952344	0.8393054464380562	Spearman	0.934	0.822	0.831	0.668
RNCMPT00028	E-scores		0.8994317613685163	0.9245438344783302	0.8731849096078075	Spearman	0.924	0.852	0.858	0.715
RNCMPT00028	Intensities		0.5526407999731223		0.4423835569669476	Spearman		0.405	0.422	0.297
RNCMPT00028	Z-scores		0.861176574023745	0.9105267721842076	0.8088931381296637	Spearman	0.911	0.79	0.796	0.626
RNCMPT00029	AUCs		0.9252084284637762	0.8997960017438286	0.915303157887886	Spearman	0.9	0.917	0.895	0.699
RNCMPT00029	E-scores		0.9320710674260384	0.9036889359200728	0.9249420611218956	Spearman	0.904	0.926	0.92	0.738
RNCMPT00029	Intensities		0.4856889651671504		0.4174062338468042	Spearman		0.441	0.446	0.269
RNCMPT00029	Z-scores		0.8850383714224153	0.8549222443921686	0.880741817471639	Spearman	0.855	0.881	0.86	0.663
RNCMPT00031	AUCs		0.718322301012894	0.8101595338758036	0.6040627895074833	Spearman	0.809	0.628	0.648	-0.035
RNCMPT00031	E-scores		0.7032780767736182	0.7895429097376488	0.6195115245787557	Spearman	0.781	0.641	0.644	0.088
RNCMPT00031	Intensities		0.3820110037608865		0.2769475955199211	Spearman		0.266	0.251	0.061
RNCMPT00031	Z-scores		0.6406495936959232	0.7660582118627707	0.5200778763655874	Spearman	0.766	0.561	0.577	-0.053
RNCMPT00032	AUCs		0.858749766753864	0.9017363185303162	0.8215677841038226	Spearman	0.902	0.78	0.815	0.701
RNCMPT00032	E-scores		0.8936665153972456	0.9008258023900284	0.872020003075685	Spearman	0.901	0.865	0.87	0.764
RNCMPT00032	Intensities		0.5123346379772896		0.4756921777616288	Spearman		0.453	0.462	0.397
RNCMPT00032	Z-scores		0.8404478814414031	0.8880247699280571	0.8058887165428548	Spearman	0.888	0.771	0.785	0.667
RNCMPT00033	AUCs		0.9118958704067912	0.9098415748659118	0.9320936947028192	Spearman	0.907	0.859	0.911	0.564
RNCMPT00033	E-scores		0.8977580940760825	0.8889051330428785	0.9315068354354762	Spearman	0.889	0.865	0.912	0.551
RNCMPT00033	Intensities		0.6334160955760916		0.6344883735174703	Spearman		0.514	0.625	0.308
RNCMPT00033	Z-scores		0.8880603912686649	0.8825033304319576	0.8999205900142864	Spearman	0.882	0.815	0.869	0.514
RNCMPT00034	AUCs	0.5205143337749992	0.7232461578135055	0.8053641253050549	0.805196593733838	Spearman	0.798	0.695	0.795	0.357
RNCMPT00034	E-scores	0.5324901415888966	0.7404305003642528	0.7664250776152812	0.8002010737740755	Spearman	0.766	0.778	0.839	0.455
RNCMPT00034	Intensities	0.3300972093851898	0.3681007877962377		0.4291634452104246	Spearman		0.409	0.409	0.251
RNCMPT00034	Z-scores	0.5331992934700576	0.675487789459632	0.7778415415123712	0.7581510218516826	Spearman	0.778	0.617	0.733	0.334
RNCMPT00035	AUCs		0.6539722022890593	0.5441631584698137	0.6597160075510158	Spearman	0.54	0.657	0.66	0.31
RNCMPT00035	E-scores		0.6834101289275297	0.5877524137515969	0.6912215905692265	Spearman	0.585	0.681	0.676	0.322
RNCMPT00035	Intensities		0.157690111247424		0.1571362806777136	Spearman		0.149	0.155	0.077
RNCMPT00035	Z-scores		0.5769076374261832	0.4419918154996378	0.5866162573248612	Spearman	0.442	0.581	0.59	0.247
RNCMPT00036	AUCs	0.891606142726117	0.8913211168393304	0.9122611720755274	0.9155772734911742	Spearman	0.911	0.901	0.899	0.665
RNCMPT00036	E-scores	0.9203845089686706	0.9117469915993142	0.9034460284859148	0.9295042512482308	Spearman	0.904	0.929	0.934	0.768
RNCMPT00036	Intensities	0.5813693474306173	0.6199420478946824		0.6288297744185392	Spearman		0.592	0.595	0.331
RNCMPT00036	Z-scores	0.8193006341667607	0.8333184847524768	0.8797315806867628	0.8575598980223105	Spearman	0.88	0.845	0.821	0.55
RNCMPT00037	AUCs	0.9332454023381612	0.934892837942486	0.9361773089519716	0.9464655597286206	Spearman	0.932	0.946	0.932	0.715
RNCMPT00037	E-scores	0.9272864171966269	0.9024448179885868	0.9033271162507848	0.9281380813402812	Spearman	0.903	0.933	0.92	0.662
RNCMPT00037	Intensities	0.5678153517064672	0.6053619128355362		0.6041260137415518	Spearman		0.587	0.589	0.33
RNCMPT00037	Z-scores	0.9065412419194344	0.911391698137206	0.91268523223098	0.92303234989998	Spearman	0.913	0.925	0.907	0.694
RNCMPT00038	AUCs	0.6866639549498608	0.5846028706306441	0.6585007304778263	0.7177085526281883	Spearman	0.66	0.685	0.613	0.163
RNCMPT00038	E-scores	0.7106825865260629	0.6364432473845794	0.6562169458799206	0.7176462638421677	Spearman	0.656	0.717	0.665	0.326
RNCMPT00038	Intensities	0.2525163673056865	0.2242458702130863		0.2582276642003523	Spearman		0.258	0.226	0.11
RNCMPT00038	Z-scores	0.6388837886982278	0.5598028531599393	0.6237128346062812	0.6768441331145022	Spearman	0.624	0.654	0.585	0.197
RNCMPT00039	AUCs		0.6810898598769257	0.5752094303519012	0.6610740559031985	Spearman	0.574	0.634	0.674	0.201
RNCMPT00039	E-scores		0.6202241067667237	0.5131899743351188	0.6293296105475871	Spearman	0.474	0.572	0.617	0.28
RNCMPT00039	Intensities		0.1707125753834014		0.1591003745997546	Spearman		0.141	0.159	0.058
RNCMPT00039	Z-scores		0.626101955241985	0.5005429995865299	0.6069867430164124	Spearman	0.501	0.592	0.619	0.177
RNCMPT00040	AUCs		0.8298790143382339	0.9215865289726044	0.8263728432468171	Spearman	0.921	0.818	0.854	0.512
RNCMPT00040	E-scores		0.8479531831090672	0.910596427615596	0.8384414110704123	Spearman	0.911	0.844	0.878	0.54
RNCMPT00040	Intensities		0.5208517251576894		0.4325223161980666	Spearman		0.416	0.509	0.245
RNCMPT00040	Z-scores		0.7897199538268347	0.8966580309619808	0.7927212775091868	Spearman	0.897	0.785	0.822	0.473
RNCMPT00041	AUCs	0.825516406647559	0.826173113134448	0.8702075427323108	0.8003443548097	Spearman	0.874	0.811	0.835	0.609
RNCMPT00041	E-scores	0.8468966747965346	0.8494139763349114	0.8443543545197901	0.831098801909038	Spearman	0.845	0.84	0.858	0.646
RNCMPT00041	Intensities	0.518510803653464	0.5113757719191062		0.5040348774474847	Spearman		0.508	0.517	0.341
RNCMPT00041	Z-scores	0.7566859837316221	0.7859249067901264	0.8264410482502546	0.7465791818299705	Spearman	0.826	0.749	0.777	0.564
RNCMPT00042	AUCs		0.4297101032268162	0.2404369405194898	0.3944172856952063	Spearman	0.24	0.386	0.394	0.229
RNCMPT00042	E-scores		0.489763256767136	0.3662109356272091	0.472986332326492	Spearman	0.362	0.365	0.425	0.134
RNCMPT00042	Intensities		0.1482871712671204		0.1144646137364799	Spearman		0.098	0.148	0.072
RNCMPT00042	Z-scores		0.3979102539485854	0.2261484086141413	0.3748401861528245	Spearman	0.226	0.371	0.352	0.218
RNCMPT00043	AUCs	0.3374649566990123	0.9147548790436328	0.8818872582766254	0.8987494813136988	Spearman	0.879	0.882	0.869	0.777
RNCMPT00043	E-scores	0.5134691620145668	0.9006795823500213	0.81076398253872	0.891461238418346	Spearman	0.811	0.883	0.89	0.736
RNCMPT00043	Intensities	0.3925524056362826	0.6874698798900117		0.6841556392710191	Spearman		0.667	0.645	0.585
RNCMPT00043	Z-scores	0.2667720100632948	0.8698473046276188	0.8587509421256148	0.8359464213813624	Spearman	0.859	0.812	0.803	0.671
RNCMPT00044	AUCs	0.6321121580177292	0.8030868471273156	0.6665559487557726	0.780046639983217	Spearman	0.639	0.764	0.746	0.699
RNCMPT00044	E-scores	0.6124613064725872	0.8436094279128041	0.7396398372839048	0.8266837054402053	Spearman	0.74	0.823	0.806	0.723
RNCMPT00044	Intensities	0.1328303685361917	0.2159493133536404		0.1906849740122937	Spearman		0.198	0.185	0.141
RNCMPT00044	Z-scores	0.6500282224825384	0.8440440356287473	0.7445787400099201	0.8204170207387496	Spearman	0.745	0.821	0.809	0.743
RNCMPT00045	AUCs	0.8818047430101319	0.8785150092545461	0.8382992513571026	0.8966140862169665	Spearman	0.835	0.877	0.77	0.357
RNCMPT00045	E-scores	0.881789483241194	0.861976345268469	0.8077825903259923	0.895696559396785	Spearman	0.808	0.88	0.749	0.352
RNCMPT00045	Intensities	0.4097387981082625	0.4546683828775708		0.4532337605924239	Spearman		0.41	0.34	0.179
RNCMPT00045	Z-scores	0.8238622802298502	0.8276236993386187	0.7701240310747877	0.8455398038117207	Spearman	0.77	0.807	0.72	0.297
RNCMPT00046	AUCs		0.7308810379891764	0.6514596757715545	0.7071181176808705	Spearman	0.651	0.724	0.561	0.177
RNCMPT00046	E-scores		0.708100583813618	0.6578138254465759	0.6783894730263524	Spearman	0.647	0.709	0.547	0.24
RNCMPT00046	Intensities		0.208564312032791		0.1716560069489775	Spearman		0.173	0.127	0.041
RNCMPT00046	Z-scores		0.6396630579620889	0.5224563217874272	0.6282863515997323	Spearman	0.522	0.634	0.492	0.18
RNCMPT00047	AUCs	0.5695754970001473	0.5862976150380025	0.3896992555129344	0.5576870556185975	Spearman	0.34	0.518	0.218	0.267
RNCMPT00047	E-scores	0.7233705811305338	0.7299181896619555	0.6329810721562986	0.7203021021318947	Spearman	0.633	0.707	0.307	0.248
RNCMPT00047	Intensities	0.1001098379864305	0.1424286151160337		0.0906446206351763	Spearman		0.095	0.013	0.046
RNCMPT00047	Z-scores	0.6323363258585881	0.6612193803875609	0.5231482026101238	0.6305678306955823	Spearman	0.523	0.62	0.13	0.258
RNCMPT00049	AUCs	0.9287350707938034	0.9343079395716156	0.9069125744669928	0.9421615198331772	Spearman	0.905	0.93	0.936	0.537
RNCMPT00049	E-scores	0.9191561342917756	0.9171678586816572	0.891439718768411	0.9302032486216216	Spearman	0.892	0.912	0.925	0.524
RNCMPT00049	Intensities	0.6240391111399218	0.6489413835502106		0.6382839788070517	Spearman		0.598	0.642	0.263
RNCMPT00049	Z-scores	0.9050309077860934	0.9090549774927918	0.8738629633894724	0.9120136080436172	Spearman	0.874	0.907	0.908	0.48
RNCMPT00050	AUCs		0.8816916142066046	0.8644437590668492	0.9026010381705076	Spearman	0.865	0.895	0.894	0.56
RNCMPT00050	E-scores		0.8652678831737012	0.8432801418991467	0.9021760922943712	Spearman	0.844	0.875	0.887	0.574
RNCMPT00050	Intensities		0.6402119594324875		0.6326946354213893	Spearman		0.629	0.605	0.288
RNCMPT00050	Z-scores		0.8406137956413628	0.8219459977530565	0.8638646722524124	Spearman	0.822	0.856	0.843	0.492
RNCMPT00051	AUCs	0.3586835727947748	0.503955692955649	0.3215379749823598	0.3352503900680048	Spearman	0.322	0.297	0.021	0.275
RNCMPT00051	E-scores	0.314591751757419	0.4380275348440866	0.3652978208430195	0.3069942558439315	Spearman	0.341	0.314	0.013	0.226
RNCMPT00051	Intensities	0.0739045794397866	0.1346417871147208		0.0743720725250473	Spearman		0.109	0.014	0.083
RNCMPT00051	Z-scores	0.3039247043028091	0.4569150122102959	0.3205455096124889	0.2794615741357883	Spearman	0.321	0.193	0.047	0.183
RNCMPT00052	AUCs		0.7853691933209027	0.832051906214685	0.7035278018873842	Spearman	0.832	0.685	0.639	0.622
RNCMPT00052	E-scores		0.8018403228601984	0.802097857433874	0.7643983298220605	Spearman	0.803	0.717	0.757	0.533
RNCMPT00052	Intensities		0.4811396111892254		0.4290965730184898	Spearman		0.422	0.453	0.33
RNCMPT00052	Z-scores		0.7380592090452763	0.8073309842970183	0.6380987145471483	Spearman	0.807	0.63	0.569	0.593
RNCMPT00053	AUCs	0.9128143641239336	0.8855878730870166	0.9104283508976536	0.9037512750099858	Spearman	0.907	0.881	0.905	0.575
RNCMPT00053	E-scores	0.9147132465174848	0.8702112121490182	0.8957763919844429	0.9074371588555236	Spearman	0.896	0.898	0.908	0.59
RNCMPT00053	Intensities	0.5189924869042377	0.5504067050211905		0.5474768347185749	Spearman		0.519	0.52	0.294
RNCMPT00053	Z-scores	0.8854446812565308	0.8648165810564452	0.8857319353167308	0.8774247568975357	Spearman	0.886	0.857	0.885	0.565
RNCMPT00054	AUCs	0.8802140971745056	0.8748384736909496	0.8550601596285736	0.889964177924561	Spearman	0.852	0.892	0.875	0.3
RNCMPT00054	E-scores	0.8874696779589895	0.8635045448872252	0.8512165742825083	0.8931975619745576	Spearman	0.851	0.879	0.882	0.335
RNCMPT00054	Intensities	0.4741813700662891	0.4899529114272113		0.492183654445644	Spearman		0.463	0.479	0.246
